is_closed,name,price,rating,review_count,id,alias_list,ZIP_code
False,Washington Square Park,,4.5,506,bJQZKARP-Xn2AEqNNMe9OA,['parks'],10014
False,305 Fitness,,5.0,155,Utcu3PrZG2wteeOnyT1DkA,"['gyms', 'dancestudio', 'healthtrainers']",10014
False,Modo Yoga NYC - West Village,,4.5,150,tGtrhu0YDGkM9ECrYVz6xg,['yoga'],10014
False,Refine Method,,5.0,77,uH3vhK1Y6TrNQ5u8XeQKfg,"['gyms', 'healthtrainers']",10014
False,Waterfront Bicycle Shop,$,4.5,76,AA7U-jkHEWH3nvwncDsQxw,"['bikerentals', 'bikes']",10014
False,Sacred Sounds Yoga,,4.5,117,NqL3lVZgh1pz0tVaZBxkRg,['yoga'],10014
False,West Side Rifle & Pistol Range,,4.5,185,M_goU8bCZviIZ61l7fBDtw,['gun_ranges'],10014
False,JackRabbit - Union Square,$$,4.0,298,YcyN0ahcIrA840sBiXZp2A,"['active', 'sportswear', 'shoes']",10014
False,Body Space Fitness,,5.0,72,1LYMsMDDi1SFghrp09k-ig,"['gyms', 'healthtrainers', 'physicaltherapy']",10014
False,Liftonic,,5.0,63,2vN5p0SoqDGPcUCM-79nsg,['gyms'],10014
False,Peloton,,4.0,277,Okb0vL3kcPQnADkdqec9FQ,"['cyclingclasses', 'gyms', 'healthtrainers']",10014
False,CityRow - Union Square,,4.5,132,dotZ-G6DyoxBDOWKulw6RA,"['gyms', 'healthtrainers', 'cardioclasses']",10014
False,Rey Diving,,5.0,45,DknP-R3ufm-1_dqRe_EBMA,['scuba'],10014
False,SWERVE Fitness,,4.5,144,QRaLWGGHI4m9RXDNGvdUmw,"['fitness', 'cyclingclasses']",10014
False,Yoga Vida - Union Square,,4.0,163,IVCev2hppjUUUZUW2kVfJg,"['yoga', 'pilates']",10014
False,NYSC Lab,,4.5,104,VI-1gfoAOp3TmQLrwwzizw,"['barreclasses', 'gyms']",10014
False,Flywheel Sports - Flatiron,,4.0,182,3ulKuV3srv0ef6ZUZi0S2A,"['gyms', 'cyclingclasses', 'barreclasses']",10014
False,Jefferson Market Garden,,4.5,22,70q9dO1038J3UK2UzJEIhA,['parks'],10014
False,Circuit of Change,,4.5,87,sHVonPhUbLh8lP2uMCBx-A,"['martialarts', 'bootcamps', 'yoga']",10014
False,Clockwork Jiu Jitsu,,5.0,60,vPOd4qVpR2GHPgFWibSxTw,"['brazilianjiujitsu', 'healthtrainers']",10014
False,Integral Yoga Institute,,4.0,82,TQpMRElRg2cTKZI50W8Veg,"['yoga', 'massage', 'reiki']",10014
False,Leo Results Fitness,,5.0,55,X5DR-gwCEp10ocrMPxLo4Q,['healthtrainers'],10014
False,Barre3 - West Village,,4.5,47,mrz-vVtNkx4b2PR6UbHg0w,"['pilates', 'yoga', 'barreclasses']",10014
False,Laughing Lotus Yoga Center,,4.0,191,BAjD78K-IONxlGSVeEpzYw,['yoga'],10014
False,Yoga Vida - NoHo,,4.0,114,0QMXNHybK3sgpB-B5RvvdA,['yoga'],10014
False,Equinox Greenwich Avenue,$$$,3.5,120,Ag-dQZ3rGqt8W6CnlNJNqw,"['spas', 'gyms', 'sports_clubs']",10014
False,CLAY Health Club + Spa,$$$,4.0,87,tpB26lxKy4c-yhLRU_EUAQ,"['gyms', 'spas']",10014
False,MNDFL Meditation Studio Village,,4.5,43,OA05No0iSxTxfGEJLeveqQ,['meditationcenters'],10014
False,Barry's Bootcamp Chelsea,,4.0,160,UA546ImqzJEt6uD1uD_eHA,"['healthtrainers', 'gyms', 'bootcamps']",10014
False,Mile High Run Club,,4.5,111,rRzBlzipGOKvFmiY9drorw,['healthtrainers'],10014
False,SoulCycle NoHo,,4.5,67,lD3J5L6H7KFaHwk6X7V42A,['cyclingclasses'],10014
False,Dogpound,,5.0,57,5uVeJajuHYc1TzPwEFUSpA,"['healthtrainers', 'boxing']",10014
False,Work Train Fight,,4.5,121,tG6NV7FexyV1u7R2yp99BQ,"['healthtrainers', 'gyms', 'boxing']",10014
False,Ishta Yoga,,4.0,109,dyoVHWTjlXlpr2kvpoe8_g,"['yoga', 'massage_therapy']",10014
False,Yogamaya,,4.5,119,nkUwnPPYmCICZ8nYCu_twg,['yoga'],10014
