is_closed,name,price,rating,review_count,categories,id
False,Minuteman Press,,4.0,37,"[{'alias': 'copyshops', 'title': 'Printing Services'}, {'alias': 'printmedia', 'title': 'Print Media'}]",te-nbPBKWbTA_pJLernbuA
False,The L Magazine,,4.0,10,"[{'alias': 'printmedia', 'title': 'Print Media'}]",yrPcjNmV0GS07UcTGV_iAA
False,WNYE TV/FM Station,,5.0,2,"[{'alias': 'radiostations', 'title': 'Radio Stations'}]",xnB70AmXeaXNp-7Yzqh41g
False,StoryCorps,,5.0,1,"[{'alias': 'radiostations', 'title': 'Radio Stations'}]",xnjb6sFfCxkL8iHuCv9z-w
False,Melville House Publishing,,4.0,3,"[{'alias': 'printmedia', 'title': 'Print Media'}]",-FcJIjliTK3f-2mGz5r8ww
False,Gold Technical Services,,5.0,2,"[{'alias': 'itservices', 'title': 'IT Services & Computer Repair'}, {'alias': 'massmedia', 'title': 'Mass Media'}, {'alias': 'musicproduction', 'title': 'Music Production Services'}]",lq1-k6Hruhwy6LsjFOnKlQ
False,Brain Pickings,,5.0,1,"[{'alias': 'printmedia', 'title': 'Print Media'}, {'alias': 'galleries', 'title': 'Art Galleries'}]",eUcyzUbfXaVwwPglpTIwFQ
False,Brooklyn Magazine,,5.0,1,"[{'alias': 'printmedia', 'title': 'Print Media'}]",RiEu0qXEL3gE0WauJTRdBg
False,One Story,,5.0,1,"[{'alias': 'printmedia', 'title': 'Print Media'}]",G-RtrWvKo9-s6-J2A7GCzw
False,E Graphics,,3.0,2,"[{'alias': 'productdesign', 'title': 'Product Design'}, {'alias': 'printmedia', 'title': 'Print Media'}]",t5vMGaSbzXqoi5Sz9sR37A
False,WBAI,,2.5,2,"[{'alias': 'radiostations', 'title': 'Radio Stations'}]",B6w3yq8Umq6AU5ZUpuf2yw
False,Daily News,,1.0,1,"[{'alias': 'printmedia', 'title': 'Print Media'}]",TJhyRvu5lCzXLV5Pc8hCtg
False,Brooklyn Newspaper,,1.0,1,"[{'alias': 'printmedia', 'title': 'Print Media'}]",QfIn_z_6N67Z3ORTix4wCw
False,Jewish Press,,5.0,1,"[{'alias': 'printmedia', 'title': 'Print Media'}]",9O2q9eoQc51sWRrA6OIdUg
False,Mekelburg's,$$,4.5,192,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",1Jjg8-vQVRQqqtL4sODi5g
False,Graziella's,$$,4.0,347,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",St8a2de1vfyCxwIySBUWbA
False,Walter's,$$,4.0,447,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",moaPtBNbQ5VNu2Z0ilCVGQ
False,Putnam's Pub & Cooker,$$,3.5,344,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}]",EY5ot4Z1tgbDC-TZXIcRjQ
False,Gentleman Farmer - Fort Greene,$$$,4.5,97,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]",fmrtc7AsD7GS3BAfJ8QQHQ
False,Rustik Tavern,$$,3.5,325,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]",n96F0TszY5WIyCjVIbY6TA
False,Brooklyn Tap House,$$,3.5,267,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",I0dXhZ4XaowAv8LQaQbzXA
False,Brooklyn Public House,$$,3.5,273,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",LDwxXfapMw6xNbTF0YDFaQ
False,Locanda Vini e Olii,$$$,4.0,266,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",53ZNJNrT91VgvrI0LFjLNQ
False,Chilo's,$,4.0,157,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",XDl93co2VJznxglYcoQvmA
False,Miss Ada,$$$,4.5,75,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",cg7IxNN5wyrXVP5tkCaZRg
False,Baron's,$$,4.5,160,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",GxMhN2PEttvw7CRGIzB6Gg
False,Prospect,$$$,4.0,205,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",BfhICClikxU7AG01nOOeCA
False,MOLOKO,$$,4.5,124,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",k8iVVuYic-fCgmzzfDkGNA
False,The Finch,$$$,4.0,156,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",HyiLSYD9Zppd3eAhNHp3ag
False,LaRina Pastificio & Vino,$$,4.0,90,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",vhqFa_0SG9M7Ra1OTmfB9A
False,Until Tomorrow,$$,4.5,28,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",P97rkLwnJnue231-SW1GZw
False,The Emerson,$$,4.0,69,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'pubs', 'title': 'Pubs'}]",xGDGHg7G0Z6xvUo4xVXXVQ
False,No 7,$$,3.5,333,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",eybrq-0U5suwVtjWJPCaqw
False,Pink Tea Cup,$$,3.0,364,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'bars', 'title': 'Bars'}]",EAonyboedxDjYIi5_VL53A
False,Bedford Hill,$$,3.5,181,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",fbba840Kg57O6vnYNi745w
False,Calaca,$$,4.5,140,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",NKDLr_aBy5WRX8-JR_SGyQ
False,232 Taste Korea,$$,3.5,154,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]",g-Fe-czz3PrpZkb0U88R2w
False,Fancy Nancy,$$,4.0,95,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",OzgvdC0oJPh1FQTLJF2yXw
False,Dick and Jane's,$$,4.0,95,"[{'alias': 'bars', 'title': 'Bars'}]",5usxLwlQ2rF0UwuOEd3aOQ
False,Moot Bar,$,4.5,37,"[{'alias': 'pubs', 'title': 'Pubs'}]",TE87BLxClCcIg62i0xVgMg
False,Tip Top Bar & Grill,$,4.5,77,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",CEKuszYtcWcs54Vt766Q8A
