is_closed,name,price,rating,review_count,categories,id
False,Birdman BJJ,,5.0,6,"[{'alias': 'martialarts', 'title': 'Martial Arts'}]",b0IWqvNatLP_yaPychgKlw
False,Adapt Nyc Fitness,,5.0,8,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'massage_therapy', 'title': 'Massage Therapy'}]",0CL_mt8UNshCfGjJE3J80w
False,Capoeira Brooklyn,,5.0,7,"[{'alias': 'martialarts', 'title': 'Martial Arts'}]",lWhsQLAK7k4NryVwtKPhAQ
False,Dance Fever Studios,,4.0,7,"[{'alias': 'dancestudio', 'title': 'Dance Studios'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]",gHJ2rexAauRifMHp3Z27Qg
False,Blink Fitness,,3.0,10,"[{'alias': 'gyms', 'title': 'Gyms'}]",5b9Ue4Z9uYFAzW8ECooELw
False,Shiatsu By Shandoah,$$$,5.0,5,"[{'alias': 'massage', 'title': 'Massage'}, {'alias': 'hypnosis', 'title': 'Hypnosis/Hypnotherapy'}, {'alias': 'yoga', 'title': 'Yoga'}]",ZFeNd9QuNPvwTavEzPgR0Q
False,The Tiny Scientist,,5.0,8,"[{'alias': 'educationservices', 'title': 'Educational Services'}, {'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]",i5DFDi9x5QqByCaqBUmqEA
False,Retro Fitness,,4.0,18,"[{'alias': 'gyms', 'title': 'Gyms'}]",A4co7tjKaaT2bhcA2U0VhA
False,Priority Fitness,$$$,5.0,4,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'massage', 'title': 'Massage'}]",5nS9gd7u-NNrWmnr39R1tg
False,Mobile Fitness Group,,5.0,11,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'yoga', 'title': 'Yoga'}]",drdCjswQDjPsTYThJuT9zg
False,Stack Your Bones,,5.0,5,"[{'alias': 'massage_therapy', 'title': 'Massage Therapy'}, {'alias': 'yoga', 'title': 'Yoga'}]",IHNfuyKaTY4Q-t3b1ZCZNg
False,Sunset Park Recreation Center,,2.5,11,"[{'alias': 'parks', 'title': 'Parks'}]",_pZoRqkP6xQxbvccCbzovA
False,The Painted Pot,,4.5,14,"[{'alias': 'artclasses', 'title': 'Art Classes'}, {'alias': 'summer_camps', 'title': 'Summer Camps'}]",9pUEn4mSanpq3TjpicqqGg
False,Chinese Success Qi Gong Tuina Bodywork Center,,3.5,18,"[{'alias': 'qigong', 'title': 'Qi Gong'}, {'alias': 'tuina', 'title': 'Tui Na'}]",Q6D3NsMzQ5nVOJYW6V8jqg
False,Keri Setaro Yoga Instructor,,5.0,4,"[{'alias': 'yoga', 'title': 'Yoga'}]",5bhPa9FZa7r7ouMH42ToYA
False,My Gym Park Slope,,5.0,7,"[{'alias': 'gymnastics', 'title': 'Gymnastics'}]",sGBbF4J8JA8KNOFgd8fs0w
False,South Slope Dog Run,,3.0,11,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}]",3d13Wxqacz7nK6uyORsXsA
False,Hands On Health,$$,5.0,6,"[{'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'massage', 'title': 'Massage'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]",piSQklM0IJGJBVi49K_WZA
False,Camp Olympia,,4.0,17,"[{'alias': 'swimminglessons', 'title': 'Swimming Lessons/Schools'}, {'alias': 'summer_camps', 'title': 'Summer Camps'}]",HZ4JsrfTvqkcRZWuQCPHtw
False,Sunset Park Martial Arts Inc,,5.0,1,"[{'alias': 'martialarts', 'title': 'Martial Arts'}]",Js7B43DzBt3v4n64O1c8fA
False,Kundalini Yoga in Park Slope,,4.5,9,"[{'alias': 'yoga', 'title': 'Yoga'}]",gQwrpcfttgkB-6OOA9pYHw
False,Hunt Parr Yoga,,5.0,5,"[{'alias': 'yoga', 'title': 'Yoga'}]",lPVesGf1YSJozenljyXOxQ
False,Sonic Soccer,,4.5,4,"[{'alias': 'football', 'title': 'Soccer'}, {'alias': 'amateursportsteams', 'title': 'Amateur Sports Teams'}]",A6Aq4-kMb4b93Bhuu0PqSg
False,Erie Basin Park,,3.5,10,"[{'alias': 'parks', 'title': 'Parks'}]",1-fAy6Xmmv7eV9Fn960ypA
False,UFC GYM Park Slope,,3.5,19,"[{'alias': 'boxing', 'title': 'Boxing'}, {'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]",r1ySeuL1tF2yVrH3TsIljg
False,Crunch - South Slope,,3.5,10,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'yoga', 'title': 'Yoga'}]",DRBs4pc-b3MbZeUuliLnqw
False,The Center For Anti-Violence Education,,5.0,5,"[{'alias': 'martialarts', 'title': 'Martial Arts'}]",uFgO-HnxwbRUwXekNljF4w
False,Integral Method Fitness,,5.0,5,"[{'alias': 'fitness', 'title': 'Fitness & Instruction'}]",3xfpPJAxnT9n4t-Nv7nnrw
False,Bubble Ball Soccer NYC,,4.5,8,"[{'alias': 'bubblesoccer', 'title': 'Bubble Soccer'}]",dEfC2sHC3LM31OpiMA0iGg
False,Kim's Kids Summer Camp,,5.0,12,"[{'alias': 'summer_camps', 'title': 'Summer Camps'}]",2wZ8wxRyMI1HebiI2rDR7g
False,New York Memory Center,,5.0,2,"[{'alias': 'seniorcenters', 'title': 'Senior Centers'}]",xu4zVzLyUGYKWNC6eO_Qpw
False,Powerplay,,3.0,11,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'recreation', 'title': 'Recreation Centers'}, {'alias': 'gymnastics', 'title': 'Gymnastics'}]",btgGvSPow9OUVq77NXpUHQ
False,Yee's Hung-Ga Kung Fu Academy,,4.0,6,"[{'alias': 'chinesemartialarts', 'title': 'Chinese Martial Arts'}, {'alias': 'taichi', 'title': 'Tai Chi'}]",-MMYewQkvXR1A4kiY4bybA
False,Abhaya Yoga Gowanus,,4.5,5,"[{'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'meditationcenters', 'title': 'Meditation Centers'}]",Ysfx4N0mcM0IcIcG2PSn3w
False,Brooklyn Aikikai,,5.0,2,"[{'alias': 'martialarts', 'title': 'Martial Arts'}]",DzWF0ask7YnkHOAYCMZ-9Q
False,Heart of the Art NYC,,5.0,6,"[{'alias': 'scavengerhunts', 'title': 'Scavenger Hunts'}, {'alias': 'arttours', 'title': 'Art Tours'}]",lxQTObf3u0Pu33Hn1rQLiw
False,Play Days and Parties,,4.5,8,"[{'alias': 'playgrounds', 'title': 'Playgrounds'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]",QJo_0kHkzeHr9uLSf76ICg
False,Young Dancers In Repertory,,4.5,2,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'dancestudio', 'title': 'Dance Studios'}]",hoO0Y6P0Yk_1CzpYUOt6Kw
False,Julie Dohrman,,5.0,2,"[{'alias': 'yoga', 'title': 'Yoga'}]",2sssd1Jxm-poyUcQu4mK-g
False,EZTKD Martial Arts,,2.5,3,"[{'alias': 'kickboxing', 'title': 'Kickboxing'}, {'alias': 'taekwondo', 'title': 'Taekwondo'}, {'alias': 'selfdefenseclasses', 'title': 'Self-defense Classes'}]",FDqDh3H5fzo_WGZ3gRMdZw
False,Qi Tao,,5.0,2,"[{'alias': 'martialarts', 'title': 'Martial Arts'}, {'alias': 'taichi', 'title': 'Tai Chi'}, {'alias': 'qigong', 'title': 'Qi Gong'}]",4HWKIZIk8vCZE0lpacbhYw
False,Takahashi Karate Dojo,,5.0,3,"[{'alias': 'karate', 'title': 'Karate'}]",9RTPvVXFo6-CSQmGGyisuQ
False,Buckley School Of Irish Dance,,4.0,2,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'dancestudio', 'title': 'Dance Studios'}]",MlLAdPcW57Gx7VEuOeMWog
False,Gymboree Play & Music,,3.5,9,"[{'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'musicalinstrumentsandteachers', 'title': 'Musical Instruments & Teachers'}, {'alias': 'artclasses', 'title': 'Art Classes'}]",mSA7tBpHy5h_dRWnBuRIrg
False,Red Hook Recreation Area,,5.0,1,"[{'alias': 'publicservicesgovt', 'title': 'Public Services & Government'}, {'alias': 'parks', 'title': 'Parks'}, {'alias': 'swimmingpools', 'title': 'Swimming Pools'}]",ItfYQ7NAKEd5L0itfSOkiA
False,CrossFit Sunset Park,,5.0,2,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'gyms', 'title': 'Gyms'}]",zHymXZr6L83-qKbmk3cO7Q
False,Red Hook Playing Fields,,5.0,1,"[{'alias': 'active', 'title': 'Active Life'}]",ya2uY2bEN0U0epJ__8bpiA
False,The Gowanus Experiment,,5.0,1,"[{'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'meditationcenters', 'title': 'Meditation Centers'}]",mynCJzaim1g_69PEb25GPw
False,Crayon Power Learning Labs,,5.0,2,"[{'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'lifecoach', 'title': 'Life Coach'}]",DGvg4lEdAF9wnbp9SAyiVQ
False,Bodycraft Pilates Studio,,5.0,2,"[{'alias': 'pilates', 'title': 'Pilates'}]",SYr7UhFKtJF5mJ_WvRJZSA
False,Curious Jane,,5.0,1,"[{'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'summer_camps', 'title': 'Summer Camps'}]",VjmDm6pcvbhqliChYrNzkA
False,BK Bots,,5.0,1,"[{'alias': 'summer_camps', 'title': 'Summer Camps'}, {'alias': 'childcare', 'title': 'Child Care & Day Care'}]",n5imnFNMkTzPhh1-mJx9dA
False,Detective Joseph Mayrose Park,,4.0,1,"[{'alias': 'parks', 'title': 'Parks'}]",Fjsf6IF_vXxflJ4xG0MtKQ
False,Training With Bjorn,,5.0,1,"[{'alias': 'physicaltherapy', 'title': 'Physical Therapy'}, {'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'massage', 'title': 'Massage'}]",0tXncETODyrOtQm1IB6lDg
False,Yoga With Justin Morrison,,5.0,1,"[{'alias': 'yoga', 'title': 'Yoga'}]",KG5e4BFTX8-W0vQ6Wc2bfw
False,Slope Park,,3.0,1,"[{'alias': 'playgrounds', 'title': 'Playgrounds'}]",Pris_X3_Y0hjCBBYSM0t2g
False,Albemarle Playground,,3.5,3,"[{'alias': 'publicservicesgovt', 'title': 'Public Services & Government'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",-zEA2F4s665AWv_XSTcPzA
False,Red Hook Community Farm,,4.0,1,"[{'alias': 'kids_activities', 'title': 'Kids Activities'}, {'alias': 'eventservices', 'title': 'Event Planning & Services'}]",_6DOs-XwJ34TSVV1JAvIfA
False,Bartel-Pritchard Square,,4.0,1,"[{'alias': 'parks', 'title': 'Parks'}]",HJyYN7nW05wm4GATz77rJQ
False,Brooklyn Health and Performance,,5.0,5,"[{'alias': 'gyms', 'title': 'Gyms'}, {'alias': 'healthtrainers', 'title': 'Trainers'}]",tmMaNx42TwEW_iJtii_AZw
False,Train Those Muscles,,5.0,1,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'boxing', 'title': 'Boxing'}]",tUum9Fm4VK86OabMcwIUIQ
False,Todd Triangle,,2.0,1,"[{'alias': 'parks', 'title': 'Parks'}]",WGBnGiX5ODfJa39-nK4zHQ
False,Park Slope Day Camp,,1.0,2,"[{'alias': 'summer_camps', 'title': 'Summer Camps'}, {'alias': 'daycamps', 'title': 'Day Camps'}]",yy5vFGR3yyS50kfuKFivfw
False,Sunset Park Champion's Tae Kwon Do,,5.0,5,"[{'alias': 'taekwondo', 'title': 'Taekwondo'}]",C6LSFB4hxU4F0PQ1jBKCoQ
False,Fifth Av Body Building Gym,,1.0,1,"[{'alias': 'gyms', 'title': 'Gyms'}]",FXiJlSZC0wCNW1fPOouhIA
False,Sunshine TaeKwonDo Martial Arts,,5.0,1,"[{'alias': 'taekwondo', 'title': 'Taekwondo'}]",LQlBiBOu-wYbSCCQDwmDcg
False,Nutrition by Tanya,,4.0,4,"[{'alias': 'fitness', 'title': 'Fitness & Instruction'}, {'alias': 'nutritionists', 'title': 'Nutritionists'}]",ZyONNrXw8gT7B8KWN_woDg
False,Capoeira Angola Quintal - Gowanus,,5.0,1,"[{'alias': 'martialarts', 'title': 'Martial Arts'}]",9gdSvuhMulZlepW7AAKnIA
False,Champions Martial Arts South Park Slope,,5.0,8,"[{'alias': 'taekwondo', 'title': 'Taekwondo'}, {'alias': 'kickboxing', 'title': 'Kickboxing'}, {'alias': 'summer_camps', 'title': 'Summer Camps'}]",3MstLBKrrzVIQ2eWomk1Ig
False,Amerikick,,5.0,2,"[{'alias': 'martialarts', 'title': 'Martial Arts'}]",8BRQNfRLDBICSErV7fYKvQ
False,Park Slope Day Camp - Windsor Terrace Site,,1.0,1,"[{'alias': 'daycamps', 'title': 'Day Camps'}, {'alias': 'summer_camps', 'title': 'Summer Camps'}]",VZ-qflUHgdvYlDX_x4EFoA
False,The League of Young Inventors,,5.0,2,"[{'alias': 'artclasses', 'title': 'Art Classes'}, {'alias': 'summer_camps', 'title': 'Summer Camps'}]",MYfRqNKIgCjDlymbLqt7KA
False,Restore Your Core with Lauren Ohayon,,5.0,1,"[{'alias': 'yoga', 'title': 'Yoga'}]",kCnduiswQNCT7Sg4_5m3uw
False,The Park Slope Day Camp,,1.0,2,"[{'alias': 'summer_camps', 'title': 'Summer Camps'}, {'alias': 'daycamps', 'title': 'Day Camps'}]",6FebdSqweKd_-Cp4nncaTA
False,Talia Gutin Coaching,,5.0,3,"[{'alias': 'lifecoach', 'title': 'Life Coach'}, {'alias': 'yoga', 'title': 'Yoga'}]",LAAShVb0YlUzFfAsq3c1GA
False,Brooklyn Dance lessons,,5.0,1,"[{'alias': 'dancestudio', 'title': 'Dance Studios'}]",59PeMCjRlpouHLWzMT1dlA
False,Relax Already Yoga,,5.0,2,"[{'alias': 'yoga', 'title': 'Yoga'}]",ANkuKjLkktr1vxbSa8mKyQ
False,Perfect Sculpt Fitness,,5.0,1,"[{'alias': 'healthtrainers', 'title': 'Trainers'}]",BtBcByciWsAZlwB5NitI_A
False,Mind Body Fitness NYC LLC,,5.0,3,"[{'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'yoga', 'title': 'Yoga'}]",VEbLuxqgQhetYddiwksEyA
False,Private Yoga Brooklyn,,5.0,2,"[{'alias': 'yoga', 'title': 'Yoga'}, {'alias': 'healthtrainers', 'title': 'Trainers'}, {'alias': 'careercounseling', 'title': 'Career Counseling'}]",DsfuxLSpBYzf-JcuAm09Iw
False,The Park Slope Day Camp - Brooklyn,,1.0,1,"[{'alias': 'summer_camps', 'title': 'Summer Camps'}, {'alias': 'daycamps', 'title': 'Day Camps'}]",q4wBtWE9QqQfGDNmbCJFEA
False,Music Box School of Music,,5.0,1,"[{'alias': 'musicalinstrumentsandteachers', 'title': 'Musical Instruments & Teachers'}, {'alias': 'vocalcoach', 'title': 'Vocal Coach'}, {'alias': 'summer_camps', 'title': 'Summer Camps'}]",KvASnt-RZEXUTiE2tYS1Nw
False,Freddy's Bar,$,4.5,192,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",HhXM_ZKngz5oY6Hhjo8MqA
False,The Bell House,$$,4.0,349,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'lounges', 'title': 'Lounges'}]",sYhOOLd04h7dfaM9q49w9A
False,Leathernecks Tattoo,$$,4.5,34,"[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'tattoo', 'title': 'Tattoo'}, {'alias': 'piercing', 'title': 'Piercing'}]",QXqASQ7TLBn78MRTezxYEw
False,Barbès,$$,4.0,159,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",gY6aPkUcyltomwF6FrR9gw
False,Pinot's Palette Park Slope,,5.0,45,"[{'alias': 'paintandsip', 'title': 'Paint & Sip'}, {'alias': 'artclasses', 'title': 'Art Classes'}, {'alias': 'eventplanning', 'title': 'Party & Event Planning'}]",Gnfan1cTFaeHxzvdY0mkTg
False,Next Level,$,4.5,15,"[{'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'tabletopgames', 'title': 'Tabletop Games'}]",tGepty1IkE_OgtViQTXisQ
False,Puppetworks,,4.5,27,"[{'alias': 'theater', 'title': 'Performing Arts'}]",xx19uHirEAaMxSwWAOV-AA
False,Prints Charming,$$,4.5,29,"[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'framing', 'title': 'Framing'}]",UkvKaYcT53H4QVSxStXpyw
False,Mighty Toad Recording Studio,,4.5,6,"[{'alias': 'arts', 'title': 'Arts & Entertainment'}, {'alias': 'recording_studios', 'title': 'Recording & Rehearsal Studios'}]",euBiPF9nHrIw8uN7tUkidg
False,Brooklyn Editions,$$,5.0,10,"[{'alias': 'copyshops', 'title': 'Printing Services'}, {'alias': 'galleries', 'title': 'Art Galleries'}]",yZK1L6vRUY3G36mzoZXN8A
False,The Secret Science Club,,4.5,15,"[{'alias': 'social_clubs', 'title': 'Social Clubs'}]",yvFrZnyMK_zcvumU0Oq3ag
False,Rooftop Films,,4.5,17,"[{'alias': 'movietheaters', 'title': 'Cinema'}]",2mQU3boAk0LTTFII67glnQ
False,Ume Ume Music and Arts,$$$,5.0,16,"[{'alias': 'arts', 'title': 'Arts & Entertainment'}, {'alias': 'musicalinstrumentsandteachers', 'title': 'Musical Instruments & Teachers'}]",l1iAQAlYbzJrglc00_BX0A
False,Gemma Deller,,4.5,21,"[{'alias': 'psychic_astrology', 'title': 'Supernatural Readings'}]",9fs-v14tis_wgsxo-FLH_Q
False,The Gallery Players,,4.5,13,"[{'alias': 'theater', 'title': 'Performing Arts'}]",3ewvWPvcME1fpZVNfE6IsA
False,Universal Botanica,$,4.5,18,"[{'alias': 'artsandcrafts', 'title': 'Arts & Crafts'}, {'alias': 'psychic_astrology', 'title': 'Supernatural Readings'}]",k1eBL-E7DxcbQioSGdqqYg
False,Brooklyn Waterfront Artists Coalition,$,4.5,12,"[{'alias': 'galleries', 'title': 'Art Galleries'}]",2SpWOmicO8zYfFC8QIqn1A
False,Pig Island,,3.5,14,"[{'alias': 'festivals', 'title': 'Festivals'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]",cKBxXothZRqjVh6pdHuNlw
False,Trestle Gallery,,5.0,3,"[{'alias': 'galleries', 'title': 'Art Galleries'}, {'alias': 'artclasses', 'title': 'Art Classes'}]",1pQo9z8WM5kDEe8HMjGvwg
False,The Old Stone House,,4.0,17,"[{'alias': 'museums', 'title': 'Museums'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",PrLX2Kbs7X5A853uPp0S5w
False,Buzz A Rama,,4.0,14,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'arts', 'title': 'Arts & Entertainment'}]",mbhsLKkeRlYlylNYg10UKQ
